VertexName,X,Y
0,0.49833188249614546,0.9870561079623951
1,0.9340607231314008,0.7147756036666186
2,0.009787277834970576,0.826763706465627
3,0.35124820206769547,0.14559077422388855
4,0.10410997910409947,0.38483202179181086
5,0.03904442454164292,0.5243134515369564
6,0.2911750920045362,0.8786105836484236
7,0.4617130531749588,0.9931669362477967
8,0.6704429515036407,0.6507495634106187
9,0.4998367533644348,0.6591153283346812
10,0.20968630859667425,0.6650149634541344
11,0.9856100540125408,0.836925155975792
12,0.6915806523189292,0.8567116299295271
13,0.767338589981482,0.6269523078457387
14,0.7034319091236538,0.44467779359301707
15,0.3625011682416869,0.013231810804427258
16,0.23379304015155755,0.6018544588547606
17,0.2128331166274643,0.3481116058190361
18,0.40944704125553444,0.2027220463627063
19,0.7902407451821207,0.3015865000544987
20,0.657210984699822,0.7184352790116321
21,0.31895807131862797,0.0966509784693057
22,0.1072418794588893,0.7142769498744563
23,0.6772089615968704,0.12640529580984683
24,0.36800161010244503,0.8190897923303906
25,0.12073916881890678,0.8543121301318348
26,0.897765459601578,0.4826350949606103
27,0.8309341980322758,0.23591565144921545
28,0.0735343448414012,0.3143654913818875
29,0.9318407722278705,0.7684989682498615
30,0.7154381585319649,0.3058885809756693
31,0.5432609790525011,0.6745695604232539
32,0.26319398437423924,0.7794371043979518
33,0.6411900068082161,0.6557270244378824
34,0.020909223523169707,0.4759502780216648
35,0.982219499485561,0.11538081649597598
36,0.8874968677753261,0.7989103291262072
37,0.11513079451787034,0.7419503044847677
38,0.7721958049017092,0.8638667040863378
39,0.5507530605463815,0.8685930946626317
40,0.45816667572208314,0.6686203633210627
41,0.49026379969874434,0.08117195309515479
42,0.02185944226570047,0.39532864677888946
43,0.12245972852654796,0.13308460710575853
44,0.04182585424809104,0.5833311771537695
45,0.39212878673895146,0.3437446460557261
46,0.7378765544695313,0.6702856630733587
47,0.3145043387505827,0.3069159863461416
48,0.8699589704334587,0.1892419235845676
49,0.3648853727099466,0.9157674010986474
50,0.6958588316261043,0.7305711008344532
51,0.20785713513666504,0.4234274256219317
52,0.5378044589397487,0.6302068417617483
53,0.04714869814714051,0.500984638192388
54,0.5402801612599482,0.22944330614931008
55,0.17501545863427959,0.02929134867304095
56,0.01483064087676067,0.4665746844122065
57,0.87913602132719,0.6665940985758094
58,0.3623660241152036,0.5069497868998848
59,0.7253644246994152,0.07092701894367448
60,0.9394526154694957,0.09555400193656605
61,0.37628066235296975,0.024369579925614615
62,0.3923018203884254,0.3250204063813754
63,0.5283331446408345,0.6056830400051534
64,0.9206460028701513,0.5520106941530645
65,0.2544695184662621,0.9885049107085322
66,0.6534162183523996,0.2661956099915809
67,0.024502512954421074,0.404194313674079
68,0.8191141013305696,0.8186037377201852
69,0.942060226721884,0.30158535207632264
70,0.6759959190856918,0.04989639209595065
71,0.28482091431345,0.7603195640901856
72,0.23066422101314565,0.024165775853705163
73,0.2638345307194161,0.7700927683985963
74,0.6183879814281913,0.2701419688403204
75,0.028084252311396996,0.07506550994119554
76,0.644450048228266,0.15923438151059988
77,0.3320437710640559,0.9008505387246927
78,0.39304598911865607,0.3086212456179033
79,0.9568360948315878,0.030904381694887295
80,0.998735794925704,0.18764058379792314
81,0.9297030786045056,0.37981494515038194
82,0.6451763308943944,0.4270248868781381
83,0.8218447330210772,0.4228903817379547
84,0.6068385774461055,0.6830607146482676
85,0.9212901975699975,0.5846187496103182
86,0.6816408680585081,0.29254360759738574
87,0.8753130157982799,0.9629822089649607
88,0.6759053977581846,0.36943786004611434
89,0.4760054207968162,0.5722736131156176
90,0.6977721187338009,0.44043933763688303
91,0.6229774662991037,0.6239768955396752
92,0.8911806719988623,0.194179263419323
93,0.1387488696402276,0.2334373744312962
94,0.8997573301663244,0.4275953178922023
95,0.03525262414749253,0.33946196561339304
96,0.7884208956088028,0.8130358090178799
97,0.03397111647443629,0.5546525963437806
98,0.37024763535289307,0.6809516378985904
99,0.6275772019115142,0.1261919460334825

Edge,Vertex1,Vertex2,Capacity
7,0,1
39,0,1
49,0,1
0,77,1
11,1,1
13,1,1
1,29,1
1,36,1
57,1,1
64,1,1
1,68,1
85,1,1
96,1,1
22,2,1
2,25,1
2,37,1
3,15,1
3,18,1
21,3,1
3,41,1
47,3,1
61,3,1
3,62,1
72,3,1
78,3,1
4,5,1
4,17,1
4,28,1
34,4,1
42,4,1
51,4,1
4,53,1
56,4,1
67,4,1
4,93,1
4,95,1
4,97,1
5,34,1
42,5,1
5,44,1
51,5,1
53,5,1
5,56,1
67,5,1
95,5,1
5,97,1
6,24,1
6,25,1
6,32,1
6,49,1
6,65,1
71,6,1
6,73,1
77,6,1
7,24,1
39,7,1
7,49,1
77,7,1
8,9,1
13,8,1
20,8,1
31,8,1
33,8,1
46,8,1
8,50,1
8,52,1
8,63,1
84,8,1
8,91,1
20,9,1
31,9,1
33,9,1
40,9,1
52,9,1
63,9,1
84,9,1
89,9,1
91,9,1
98,9,1
10,16,1
22,10,1
32,10,1
10,37,1
44,10,1
71,10,1
10,73,1
10,98,1
11,29,1
36,11,1
68,11,1
87,11,1
11,96,1
20,12,1
12,38,1
12,39,1
12,46,1
12,50,1
12,68,1
84,12,1
96,12,1
13,14,1
20,13,1
13,26,1
13,33,1
46,13,1
13,50,1
57,13,1
13,64,1
13,68,1
84,13,1
13,85,1
13,90,1
91,13,1
13,96,1
14,19,1
26,14,1
30,14,1
14,66,1
14,74,1
82,14,1
83,14,1
14,86,1
88,14,1
90,14,1
91,14,1
14,94,1
15,18,1
15,21,1
41,15,1
15,55,1
61,15,1
72,15,1
16,22,1
32,16,1
16,37,1
16,44,1
16,51,1
16,58,1
16,71,1
73,16,1
16,98,1
28,17,1
17,42,1
45,17,1
47,17,1
51,17,1
62,17,1
17,67,1
78,17,1
17,93,1
95,17,1
21,18,1
18,41,1
45,18,1
47,18,1
54,18,1
18,61,1
62,18,1
78,18,1
19,27,1
30,19,1
48,19,1
19,66,1
69,19,1
19,74,1
81,19,1
19,82,1
83,19,1
86,19,1
19,88,1
90,19,1
92,19,1
19,94,1
20,31,1
20,33,1
38,20,1
39,20,1
46,20,1
50,20,1
20,52,1
20,63,1
20,68,1
84,20,1
20,91,1
96,20,1
21,41,1
21,43,1
55,21,1
21,61,1
72,21,1
25,22,1
32,22,1
37,22,1
44,22,1
22,71,1
73,22,1
22,97,1
23,27,1
23,30,1
41,23,1
54,23,1
59,23,1
23,66,1
23,70,1
74,23,1
76,23,1
86,23,1
99,23,1
32,24,1
24,39,1
24,40,1
49,24,1
71,24,1
24,73,1
77,24,1
24,98,1
25,32,1
25,37,1
25,65,1
25,71,1
73,25,1
26,57,1
64,26,1
26,69,1
26,81,1
26,83,1
85,26,1
26,94,1
27,30,1
27,35,1
48,27,1
59,27,1
27,60,1
66,27,1
69,27,1
27,80,1
27,81,1
27,83,1
86,27,1
27,92,1
28,34,1
28,42,1
28,43,1
51,28,1
53,28,1
28,56,1
67,28,1
93,28,1
95,28,1
29,36,1
38,29,1
57,29,1
68,29,1
29,85,1
96,29,1
48,30,1
30,54,1
30,66,1
74,30,1
30,76,1
82,30,1
83,30,1
30,86,1
88,30,1
90,30,1
33,31,1
39,31,1
31,40,1
31,46,1
31,50,1
31,52,1
63,31,1
31,84,1
31,89,1
91,31,1
31,98,1
32,37,1
49,32,1
71,32,1
32,73,1
32,77,1
98,32,1
33,40,1
46,33,1
50,33,1
33,52,1
33,63,1
84,33,1
89,33,1
33,91,1
34,42,1
34,44,1
34,51,1
53,34,1
56,34,1
67,34,1
34,95,1
34,97,1
48,35,1
60,35,1
35,69,1
79,35,1
35,80,1
92,35,1
38,36,1
36,46,1
36,57,1
36,68,1
87,36,1
96,36,1
44,37,1
37,71,1
37,73,1
38,46,1
38,50,1
38,68,1
87,38,1
38,96,1
39,49,1
39,84,1
40,52,1
58,40,1
40,63,1
71,40,1
40,84,1
40,89,1
40,91,1
98,40,1
41,54,1
61,41,1
70,41,1
76,41,1
41,99,1
42,44,1
51,42,1
42,53,1
42,56,1
42,67,1
42,93,1
95,42,1
97,42,1
43,55,1
72,43,1
43,75,1
93,43,1
53,44,1
56,44,1
44,67,1
97,44,1
45,47,1
54,45,1
58,45,1
45,62,1
78,45,1
46,50,1
57,46,1
46,68,1
46,84,1
46,91,1
46,96,1
51,47,1
47,62,1
78,47,1
47,93,1
48,59,1
60,48,1
69,48,1
48,79,1
80,48,1
48,81,1
48,92,1
65,49,1
71,49,1
49,73,1
77,49,1
50,52,1
50,57,1
68,50,1
50,84,1
50,91,1
50,96,1
53,51,1
56,51,1
58,51,1
51,67,1
95,51,1
63,52,1
52,84,1
52,89,1
52,91,1
98,52,1
56,53,1
53,67,1
95,53,1
97,53,1
54,62,1
66,54,1
54,74,1
76,54,1
54,78,1
86,54,1
88,54,1
99,54,1
72,55,1
75,55,1
56,67,1
95,56,1
97,56,1
64,57,1
57,68,1
85,57,1
57,96,1
62,58,1
63,58,1
89,58,1
98,58,1
70,59,1
76,59,1
59,99,1
79,60,1
80,60,1
60,92,1
72,61,1
78,62,1
63,84,1
89,63,1
63,91,1
63,98,1
64,81,1
83,64,1
85,64,1
64,94,1
77,65,1
66,74,1
66,76,1
82,66,1
86,66,1
66,88,1
66,90,1
66,99,1
67,95,1
67,97,1
68,87,1
68,96,1
80,69,1
69,81,1
69,83,1
69,92,1
69,94,1
70,76,1
70,99,1
71,73,1
77,71,1
71,98,1
73,77,1
73,98,1
76,74,1
82,74,1
74,86,1
88,74,1
90,74,1
74,99,1
75,93,1
76,86,1
76,99,1
79,80,1
92,79,1
92,80,1
83,81,1
92,81,1
94,81,1
83,82,1
82,86,1
82,88,1
90,82,1
82,91,1
85,83,1
86,83,1
83,88,1
90,83,1
83,94,1
84,89,1
91,84,1
94,85,1
88,86,1
86,90,1
99,86,1
96,87,1
88,90,1
91,89,1
89,98,1
91,90,1
93,95,1

Source,X,Y
15,0.3625011682416869,0.013231810804427258

Sink,X,Y
65,0.2544695184662621,0.9885049107085322

Length
10
