VertexName,X,Y
0,0.7636648486313786,0.08290494402999071
1,0.45952285095136713,0.0660187680349471
2,0.9416734547081047,0.38121026254152224
3,0.4362557098753579,0.7100972843059596
4,0.47054650654850594,0.7845049774831282
5,0.695628888585993,0.49104300220817987
6,0.3880582443780187,0.09849015445243658
7,0.5757244932782105,0.06144835956640138
8,0.766376650834192,0.5128824188055825
9,0.8999800090065089,0.36434789578102744
10,0.6335678146068778,0.09784382730960295
11,0.15050508470791135,0.2098488750898121
12,0.8817038598582673,0.5993706825267169
13,0.3665425747601466,0.3615513576268472
14,0.7639002470771167,0.7309370644820407
15,0.5622940945041064,0.7289796351788445
16,0.9117090591065684,0.21435375958597658
17,0.8030564041406565,0.9585362404497058
18,0.414647223867358,0.409716308160069
19,0.2045917695815862,0.4430280084287912
20,0.3952394231387104,0.49248097335477925
21,0.02788192770461906,0.5286041049646845
22,0.6858076897912607,0.7851206516451548
23,0.7298920179806031,0.4879833701716765
24,0.6673407516831991,0.031477600218633994
25,0.3006971024503331,0.6501389666248665
26,0.0661280208869709,0.11384292216117875
27,0.468300590499779,0.9291460202521352
28,0.5204446195210186,0.9559581242228645
29,0.38470082010069806,0.8786878959125415
30,0.02742524644011446,0.12954654359675088
31,0.22023773303257876,0.3137557114077806
32,0.9593666333364438,0.9876482135571845
33,0.6879790728196487,0.48736408033874923
34,0.1990493243055983,0.9849441123542767
35,0.8958816269536114,0.7876460911648231
36,0.08527186421820998,0.21342143587385765
37,0.0816895920740196,0.9294790031018603
38,0.28264090515245,0.0811440106369582
39,0.7240087449112191,0.6548311403675776
40,0.393763885847339,0.49255740371172174
41,0.24272191687439237,0.027309964947505483
42,0.11734068225450989,0.8506714150325249
43,0.0028873872185525284,0.508930082615977
44,0.022253688220431278,0.6946271658551324
45,0.6184887039643504,0.14090891127655736
46,0.5556066953959798,0.8105698533615235
47,0.6158808912780396,0.31533700419191857
48,0.7317643381511759,0.20941245394371766
49,0.36150457309002093,0.8208591859242447
50,0.059795841976836295,0.45198952608793197
51,0.7844162204379042,0.073041189361985
52,0.6583282896982408,0.42026468211838797
53,0.8314088587128752,0.6988862705146534
54,0.17966571801795173,0.7826687166232787
55,0.7809749239045408,0.9350046863088514
56,0.11913292518965046,0.08231036117355561
57,0.5120884942424402,0.6202285869213111
58,0.32095309430499586,0.5887145887784208
59,0.5747619431414032,0.9160032054364633
60,0.008571103331945995,0.7969087579457825
61,0.4415571244804105,0.27167511464210203
62,0.4651854111412822,0.7320894498250012
63,0.6327092340264693,0.5668367237402677
64,0.5693526154491955,0.023768409254747325
65,0.5022469480242955,0.8091755206396015
66,0.7508813808817932,0.05020884447596474
67,0.3484697919576535,0.24381580013003556
68,0.573832871854738,0.32212835837965226
69,0.16936937787151174,0.2389292926847545
70,0.07629699976216453,0.6740578339186348
71,0.8220589076171946,0.8524303106726827
72,0.2007153676012392,0.7624108947503164
73,0.5650006568936046,0.5558603858682737
74,0.13387315505240704,0.8312314005266357
75,0.9627985311570321,0.19410616905837363
76,0.142283675917235,0.6997514338680757
77,0.9155490901162147,0.8933830463032336
78,0.536541300412504,0.4503055931544848
79,0.13822104352498132,0.29495707653344094
80,0.7273195707298076,0.35081222127818845
81,0.7602596057913817,0.18836556755239697
82,0.9460431098081769,0.13294534619055898
83,0.8415889310919059,0.34543684425166454
84,0.0948634959681447,0.865286056402413
85,0.5084123146483794,0.1151980386845225
86,0.36342070952382843,0.3101555202170321
87,0.10068622271544414,0.12979905661596014
88,0.7039734838587306,0.8334960569517813
89,0.19287114438812292,0.2928702956008038
90,0.9918333762792169,0.6490810601995864
91,0.600538356763841,0.07426990913466391
92,0.7146388665667867,0.42149792049855817
93,0.5176388090254129,0.01896644000949621
94,0.3318574127455747,0.02676297551768847
95,0.742716314883702,0.29284090740807867
96,0.02500511436270858,0.5750909348954063
97,0.5470743466062472,0.0344820557334935
98,0.4194248724008919,0.6372558067902311
99,0.1138816974857998,0.2595872235165627

Edge,Vertex1,Vertex2,Capacity
0,7,1
