VertexName,X,Y
0,0.7133991475122858,0.7888480576137312
1,0.48115617694117896,0.9863770131944242
2,0.7830240344915255,0.04615349734463181
3,0.5193855284101321,0.8759231653216499
4,0.7760825674035065,0.17145560529880322
5,0.3001871562809102,0.8831195708113324
6,0.31970818553478464,0.36559881470285993
7,0.7762462787532429,0.6275327051218255
8,0.20135539353516485,0.15356472926387899
9,0.9035922505485989,0.30311551012082105
10,0.46990817912907545,0.5257046491153016
11,0.21376534389694335,0.18999248815059455
12,0.5303653428703099,0.9616864008250244
13,0.8195171305031252,0.5334713532280195
14,0.8974165230950772,0.3982210142087901
15,0.5940652624032405,0.945585153106848
16,0.492949342942544,0.7729242054001537
17,0.7492750032300988,0.946383178900909
18,0.37350432022091873,0.3792062288262018
19,0.804741394992264,0.2553523970644179
20,0.5559210229830801,0.9008731938616905
21,0.9875974143295675,0.9677656132085882
22,0.17289551496793998,0.6601614082277515
23,0.43197530847316845,0.8064167226942037
24,0.534895579474938,0.3092163620714785
25,0.15739935742076805,0.22611732348588043
26,0.8008567016820675,0.9225655509937096
27,0.6969905818930466,0.2664927070888913
28,0.8673087004216431,0.2069252049323833
29,0.4192147242567934,0.6980299956065564
30,0.7740589941962888,0.3347180796075626
31,0.041007003004152276,0.18699472188112498
32,0.39428546148268906,0.7289705565977346
33,0.5654583857870891,0.9167463030577835
34,0.4278681326094612,0.9797944745287043
35,0.8938496186133403,0.34614706949580043
36,0.7490156472951284,0.956449798094602
37,0.6596712727367817,0.5601735572254292
38,0.9727190216531361,0.09402179267845245
39,0.4113688676843422,0.973502638212887
40,0.6992915973980688,0.7800369792781816
41,0.13090457467739647,0.9847592551879883
42,0.27223095838801936,0.7438797921048687
43,0.21682788077717619,0.5472767188842862
44,0.041864873617244336,0.3606618544168976
45,0.4833993293004196,0.5216344321177989
46,0.06571995970858924,0.8212344910030746
47,0.4314134354656305,0.10590185501313543
48,0.8962782730095353,0.1913241771598213
49,0.031717632626970915,0.6014317721947923
50,0.6077641121213616,0.4853098158013197
51,0.5290265991630537,0.26521024237919155
52,0.49582877541944836,0.013949514956334452
53,0.32148194303072086,0.024183796535580893
54,0.9474786895514535,0.43040406963194655
55,0.8005095415468113,0.3826497361832203
56,0.8233184638374924,0.09519284672324924
57,0.1458782255195752,0.9407081938018333
58,0.32015662636680786,0.6082572558771157
59,0.4624644064506105,0.5599398254318332
60,0.6892490885688474,0.6150960771694434
61,0.3180798934410025,0.36188609627848034
62,0.3739312627380815,0.2839753846114119
63,0.6958209414818904,0.4255738635036963
64,0.10011681421336327,0.17250587313425558
65,0.6097481226931739,0.26223970398403007
66,0.20411719539272344,0.5544183554247366
67,0.14930884228870345,0.8885735793424253
68,0.01446321534605588,0.6611580969107281
69,0.5157651007260172,0.5942154395831434
70,0.41788556228537455,0.7079573730842538
71,0.6929910701490316,0.30490253819670166
72,0.834339007745074,0.020334712918721576
73,0.7553566273299646,0.77957902921317
74,0.701930153036661,0.05450821384731397
75,0.4570144946877346,0.7479441963733151
76,0.2298365587045621,0.6139999716902098
77,0.6697599216913364,0.494328431224474
78,0.6157804128921937,0.10474669376489376
79,0.44073411294349196,0.3244515541997929
80,0.1443474174102345,0.24232178478468436
81,0.926593194273174,0.8135312985188916
82,0.5834176351962971,0.227412410918317
83,0.22736702522758334,0.7273738653978056
84,0.07820137830166163,0.03948446129762395
85,0.19108306896846217,0.032492948640217345
86,0.3058507752107278,0.1636073140944697
87,0.5893323817439663,0.4669672953053027
88,0.9983429086171506,0.7616994273851162
89,0.6743062427211989,0.7306610579144796
90,0.0673078747991035,0.026994864368471427
91,0.01943369647933224,0.4715953810293384
92,0.47170163930973874,0.21931970458681582
93,0.7186014904139965,0.8946735082793212
94,0.6576994488509155,0.668806617770498
95,0.47303974978318075,0.9996258357902529
96,0.8699128920912111,0.8569648652278724
97,0.8303083500636073,0.16695559564966544
98,0.884010068835005,0.5365619433516516
99,0.8564200812658224,0.05382957289090995

Edge,Vertex1,Vertex2,Capacity
7,0,73
15,0,54
17,0,41
0,20,74
26,0,42
33,0,4
36,0,61
0,40,26
0,60,53
0,73,27
0,89,66
93,0,48
94,0,93
96,0,82
3,1,37
12,1,28
1,15,92
20,1,89
23,1,83
33,1,8
34,1,69
1,39,67
95,1,2
4,2,31
28,2,14
38,2,35
48,2,62
56,2,69
72,2,70
74,2,73
78,2,56
97,2,57
99,2,75
12,3,40
3,15,80
16,3,49
20,3,41
3,23,94
32,3,94
3,33,95
34,3,21
3,39,79
70,3,38
75,3,5
95,3,3
9,4,30
19,4,74
4,27,99
4,28,99
4,30,13
48,4,55
56,4,86
65,4,58
71,4,44
4,72,8
74,4,51
4,78,99
97,4,86
99,4,61
5,23,34
5,32,5
5,34,68
5,39,37
5,41,94
5,42,19
57,5,7
67,5,95
83,5,98
6,18,44
6,61,87
6,62,54
6,79,87
7,13,1
37,7,79
40,7,61
7,60,82
73,7,31
77,7,42
7,89,1
94,7,87
7,98,50
11,8,50
25,8,35
8,31,16
8,53,22
64,8,36
80,8,10
8,84,16
8,85,7
8,86,79
8,90,22
9,14,22
9,19,85
9,28,64
30,9,72
9,35,91
48,9,24
54,9,62
9,55,94
97,9,48
10,18,30
10,29,79
10,37,82
45,10,58
10,50,62
58,10,26
10,59,92
69,10,37
10,70,52
87,10,88
11,25,25
31,11,43
53,11,58
11,62,20
64,11,49
11,80,35
11,85,70
11,86,77
12,15,2
12,16,37
12,20,62
12,23,97
12,33,23
34,12,53
39,12,93
12,93,39
95,12,36
14,13,25
37,13,71
54,13,83
55,13,43
60,13,38
63,13,54
77,13,60
13,98,80
14,19,25
14,28,93
30,14,57
35,14,47
14,54,72
55,14,26
98,14,21
15,17,72
20,15,35
15,33,19
34,15,24
36,15,18
39,15,46
40,15,47
15,93,21
15,95,83
20,16,65
23,16,80
29,16,14
32,16,49
33,16,78
69,16,71
70,16,23
75,16,2
89,16,52
16,94,91
17,20,27
26,17,82
33,17,61
17,36,23
17,40,1
17,73,83
93,17,29
17,96,68
24,18,88
45,18,31
18,51,24
18,61,9
18,62,84
18,79,85
18,92,25
19,27,49
19,28,96
30,19,68
35,19,1
19,48,79
55,19,15
19,56,88
65,19,51
71,19,14
19,97,75
23,20,16
33,20,32
34,20,83
39,20,70
40,20,78
75,20,38
93,20,25
20,95,16
26,21,47
21,81,81
21,96,22
22,42,67
43,22,79
22,46,45
49,22,8
22,58,55
22,66,55
22,68,56
22,76,59
22,83,48
29,23,24
32,23,42
33,23,13
23,34,76
23,39,56
23,42,1
23,70,58
75,23,51
23,95,84
27,24,17
24,50,19
24,51,76
62,24,5
63,24,35
24,65,32
24,71,87
24,79,44
82,24,10
24,87,64
92,24,76
25,31,33
44,25,71
64,25,59
80,25,21
25,85,8
25,86,69
36,26,94
40,26,13
73,26,82
26,81,86
26,93,29
26,96,74
27,28,33
30,27,76
51,27,62
27,55,62
27,63,2
27,65,16
27,71,27
27,78,56
27,82,51
27,97,68
28,30,6
35,28,34
38,28,16
28,48,21
28,55,2
28,56,76
71,28,34
72,28,38
97,28,73
99,28,1
32,29,52
42,29,41
29,45,93
29,58,22
29,59,99
69,29,20
70,29,10
75,29,92
29,83,63
35,30,97
48,30,42
54,30,31
30,55,65
30,63,64
30,65,24
71,30,26
30,77,87
97,30,43
31,44,39
31,64,92
80,31,36
84,31,9
31,90,41
32,42,20
32,58,19
32,59,86
32,69,35
70,32,10
32,75,89
83,32,11
33,34,98
33,36,73
39,33,22
33,40,26
33,93,42
95,33,49
39,34,68
95,34,26
35,48,72
54,35,11
35,55,97
97,35,99
35,98,82
36,40,54
36,73,94
93,36,42
96,36,21
45,37,77
50,37,17
59,37,32
37,60,40
63,37,10
37,69,31
37,77,43
87,37,85
89,37,55
37,94,38
38,48,70
56,38,20
72,38,52
97,38,80
38,99,2
39,95,9
40,60,23
40,73,95
89,40,52
40,93,16
94,40,88
40,96,82
41,46,15
41,57,78
41,67,64
58,42,47
42,67,60
70,42,25
42,75,20
76,42,23
83,42,8
49,43,20
58,43,19
66,43,18
76,43,12
83,43,10
44,64,47
80,44,41
91,44,77
50,45,70
58,45,71
45,59,70
69,45,33
70,45,90
45,77,6
87,45,61
57,46,76
67,46,91
68,46,28
83,46,27
51,47,1
47,52,62
53,47,7
62,47,44
78,47,24
82,47,71
86,47,81
47,92,73
48,56,49
48,72,8
97,48,85
48,99,43
66,49,86
68,49,18
76,49,87
49,91,72
59,50,73
50,60,34
50,63,23
69,50,48
50,71,12
77,50,4
87,50,75
50,94,90
62,51,10
65,51,50
71,51,70
51,78,46
79,51,14
51,82,13
51,92,39
53,52,57
52,78,55
85,53,51
53,86,59
54,55,11
54,98,34
63,55,86
71,55,38
55,77,50
55,98,92
72,56,32
56,74,52
97,56,76
56,99,36
57,67,46
58,59,21
58,66,88
58,69,86
70,58,96
75,58,15
76,58,92
58,83,61
59,69,90
70,59,80
59,75,97
87,59,55
63,60,33
60,69,82
60,73,5
60,77,74
87,60,27
89,60,18
60,94,31
61,62,64
61,79,94
86,61,33
62,79,76
86,62,56
92,62,32
65,63,72
71,63,23
77,63,52
63,87,61
64,80,13
84,64,22
64,85,98
90,64,96
65,71,6
65,78,87
65,79,31
82,65,73
